word,example
"환 리스크","원·달러 환율 약세 장기화에 환 리스크 대응이 허술하다는 지적이 나왔다."
"휘슬","양봉 산업 육성법이 드디어 시작 휘슬을 불었다."
"휘핑","커피 위에 휘핑크림을 가득 올려 먹었다."
"휴머노이드","사람 감정까지 가진 휴머노이드가 개발됐다."
"휴머노이드 로봇","사람 감정까지 가진 휴머노이드 로봇이 길을 걷고 있다."
"휴머니즘","작가의 작품 속에 녹아든 깊은 고뇌와 울림, 그리고 휴머니즘이 눈에 띈다."
"휴머니티","현대적 조형미로 휴머니티를 담아내 작품을 완성했다."
"휴먼 드라마","아름다운 도전 정신을 담은 휴먼 드라마가 방영된다."
"휴테크","""잘 놀아야 일도 잘한다""는 휴테크 경영이 확산되고 있다."
"히든 챔피언","독일 제조업의 힘인 ‘히든 챔피언’은 속 꽉찬 직업 훈련 제도로 만들어졌다."
"히든카드","지역 경제를 살릴 히든카드로 해양 신산업 발전에 힘쓴다."
"히어로","태양광 발전의 효율성과 국산화 연구에 앞장서는 에너지 히어로들이 있다."
"히키코모리","코로나19 때문에 전 세계에 '히키코모리'가 늘어날 우려가 있다."
"히트","비틀스의 히트곡 '헤이 주드' 가사 메모지가 11억 원에 팔렸다."
"히트 돔","미국을 강타한 무더위의 주범은 '히트 돔' 현상이다."
"히트 맵","김 선수의 활약상은 히트 맵에도 담겼다."
"히트 메이커","가요계 히트 메이커가 뭉쳤다."
"히트 상품","김, 어묵 등 히트 상품을 개발하고 육성해 수산 식품 수출을 확대한다."
"히트 쇼크","겨울에 떠나는 해외 온천 여행에서는 히트 쇼크를 조심해야 한다."
"히피 룩","화보에서 70년대 히피 룩을 재해석한다."
"힌지","스마트폰용 힌지 출하량도 좋지 않을 전망이다."
"힐링 뮤직","지친 정신과 마음을 보듬는 ‘힐링 뮤직’이 인기를 끈다."
"힙 플레이스","한옥 마을이 젊은이들의 힙 플레이스가 됐다."
"A/S","전자 기기를 해외 직구할 때는 가격 변동과 A/S여부를 확인해야 한다."
"AAC","장애인 AAC 체험관으로 장애인의 의사소통 권리를 보장한다."
"ABS","카드 업계에서도 사회 가치 경영 방식의 외화 ABS를 발행했다."
"AC","AC가 창업 초기 기업의 성장을 돕는다."
"ADB","ADB가 코로나로 한국 취업자가 36만 명이 감소할 것이라고 밝혔다."
"ADD","ADD에서 우주발사체용 고체엔진 연소시험이 성공했다."
"AED","올바른 심폐소생술 방법과 AED 사용법을 교육했다."
"AEO","AEO 인증 기업의 1년 경제적 효과가 3858억 원이다."
"AI","유초중고에 AI 과목을 신설해 2025년부터 본격화한다."
"AIDS","대기오염이 흡연, 교통사고, AIDS보다 인간 수명을 더 줄인다."
"AIIB","AIIB가 뭄바이 철도망 개선에 5억 달러를 출자했다."
"AMI",""
"AMRO","AMRO가 한국 성장의 위험 요인으로 가계 부채를 지목했다."
"APC","문경 거점 APC의 노후 시설을 대폭 보완한다."
"APEC","APEC 화상 정상회의가 열렸다."
"AR","AR로 촉각 느끼는 시대가 온다."
"ARF","ARF는 남북이 대화를 지속해야 한다고 밝혔다."
"ARS","후원 모금도 이제 ARS로 한다."
"ASC","완도군은 ASC 인증을 확대해 수산물 품질 향상을 꾀한다."
"ASEAN","산업부는 ASEAN과 재생 에너지 협력을 확대한다."
"ASF","ASF 확산 차단을 위해 광역 울타리를 추가로 설치했다."
"ATM","편의점 ATM에서 카드가 사라진다."
"B2B","식품 업계가 3분기에 나쁘지 않은 B2B 성적표를 받았다."
"B2C","친환경 소비자들을 겨냥한 B2C기업으로 탈바꿈했다."
"BAU","BAU 대비 37%를 감축한다는 목표를 세웠다."
"BCG","BCG를 보완하는 청소년 및 성인용 백신 개발이 필요하다."
"BEMS","BEMS를 도입해 연 3, 4%의 에너지 소비량을 줄이고 있다."
"BIE","한편 BIE 실사단은 오는 7일까지 부산 북항 박람회 개최 예정 부지와 주요 명소를 방문해 현지 실사를 진행하고, 정부·국회·기업 주요 인사를 만나 유치 계획을 들을 예정이다."
"BIM","BIM을 시공 현장에서 활용할 수 있게 전문 건설 지원이 필요하다."
"BJ","인터넷 방송 BJ에게 거액을 후원하는 미성년자가 늘어 문제가 되고 있다."
"BRT","자율 주행 버스가 실제 BRT 노선을 시범 운행했다."
"C-ITS","자율 주행 시대 가속화를 위해 C-ITS 확대 방안을 논의한다."
"CCTV","5등급 미세 먼지 유발차량을 CCTV로 잡아낸다."
"CEO","철강, 석유화학 등 기업 CEO들이 온실가스 감축목표를 논의했다."
"CEPA","한-인도네시아 CEPA로 철강·자동차를 무관세 수출한다."
"CES","온라인 CES는 행사장에 직접 온 듯한 경험을 줄 것이다."
"CF100","실질적인 탄소중립을 위해서 CF100을 목표로 삼아야 한다."
"CIP","이 공사현장은 CIP공법을 쓰려고했다."
"CIS","강원도 내 8개 기업이 CIS 지역에 비대면 수출 상담을 추진했다."
"CMIM","아시아 금융 안전망 강화를 위한 CMIM 개정 협정문이 발효됐다."
"CNG","여름을 대비해 CNG 버스를 특별 점검한다."
"COVID19","COVID19 상황으로 많은 축제가 전면 온라인으로 진행됐다."
"CPR","소방관이 출근길 지하철역에 쓰러진 시민을 CPR로 구했다."
"CPU","CPU 등 전략적 중요도가 높은 24개 기술을 전략 기술로 선정했다."
"CS","서비스 역량 강화를 위해 비대면 CS 교육을 실시한다."
"CSR","따라서 CSR에 따르면, 기업의 이익 극대화만 고려하지 않아야 하며, 공공의 이익 극대화까지 모두 고려해야 한다."
"Check List","알아두면 좋은 노후 준비 전 ‘Check List’를 확인해 보자."
"DGIST","DGIST 소속 창업 기업이 초소형 드론 탐지 레이더를 개발했다."
"DIY","편의점 DIY 열풍, 된장도 담가 먹는다."
"DM","광고 전단과 DM 발송지를 모두 재생 용지로 바꿨다."
"DMZ","국내외 전문가들이 DMZ의 평화적 활용을 모색한다."
"DNA","한쪽으로만 꼬인 DNA의 법칙, 자연의 암호를 풀어라."
"DPAA","미국 DPAA에서 국군전사자 유해를 인계받아 귀환했다."
"DRT","대중교통 취약 지역에 DRT를 도입한다."
"DTG","전국의 화물차는 DTG를 의무적으로 장착하고 있다."
"DTI","DTI 규제가 가계대출과 주택가격에 미치는 영향이 줄어들었다."
"D데이","D데이 2040년, 내연 기관 퇴출 계획이 가동됐다"
"ECLAC","한-ECLAC 회의에서 경제 협력 활성화를 논의했다."
"EDCF","한국은 EDCF으로 개발 도상국에 낮은 금리의 차관을 제공하고 있다"
"EEZ","해경이 서해 EEZ 침범한 불법 조업 중국 어선을 나포했다."
"EFTA","한-EFTA 무역시 제3국에 화물 보관해도 원산지 인정된다."
"EGR","EGR 관리로 배출 가스 농도를 크게 바꿀 수 있다"
"EMS","에너지 효율을 높이기 위해 EMS 보급을 늘려야 한다."
"ESCAP","ESCAP는 유엔경제사회이사회의 상설기구다."
"ESG","금융 업계에서도 ESG 경영을 위한 다양한 노력이 이어지고 있다."
"ESS","생산한 전기를 바로 다 쓰지 않을 경우 ESS에 저장한다."
"ETRI","ETRI에서 인공 지능으로 자폐 조기 발견 기술을 연구한다."
"EU","지난해 EU 내 온실 가스 배출량이 1990년 대비 24% 감소했다."
"EUV","반도체 업계가 첨단 EUV 공정으로 승부수를 둔다."
"EV","EV로 장거리 여행도 충분히 할 수 있다."
"FAO","경북재래돼지가 FAO 유전 자원에 등재됐다."
"FATF","FATF, 대량살상무기 차단 위한 국제기준 개정을 승인했다."
"FDA","미국 FDA는 화이자 백신을 긴급 승인에서 정식 승인으로 변경했다."
"FDI","FDI가 높다는 것은 안전한 투자처라는 증명이다."
"FRP","수상 태양광의 FRP가 합천댐 오염의 주범이다."
"FTA","마스크 수출 기업, FTA 활용하면 관세를 절감할 수 있다."
"Fast Track","자율 주행 본격화를 위해 Fast Track 기술 협의체를 발족했다."
"First Mover","수소 분야의 First Mover가 될 수 있다."
"G20","2020~2021년 한국의 평균 성장률은 G20 가운데 3위다."
"G2G","한-파라과이가 첫 G2G 협력의 교두보를 마련했다."
"GAP","GAP 인증받은 파주 장단콩 재배 농가가 100곳으로 증가했다."
"GCC","GCC 국가들이 신재생에너지 발전 계획을 수립하고 있다."
"GCF","고교생들의 튀는 기후 변화 아이디어에 GCF도 놀랐다."
"GDP","세계 GDP는 코로나 위기 전 수준을 회복했다."
"GDPR","유럽 GDPR 준수를 지원할 현지 사무소를 열었다."
"GGGI","기후변화센터‧GGGI, 온실 가스 배출 해결책을 제시한다."
"GH","GH는 수도권 3기 신도시에 공공 임대 주택을 집중 공급한다."
"GIS","최첨단 GIS 기술로 도시 생태계를 관리한다."
"GIST","GIST에서 항생제 내성균 잡는 신약 물질을 개발했다."
"GMDSS","우리나라는 GMDSS에 가입해 해상교통문자 방송을 송수신한다."
"GMO","GMO를 완전 퇴출하고, 안전한 우리 농산물 생산에 나선다."
"GMP","식품진흥원 입주 기업 2곳이 GMP 인증 취득"
"GNI","지방세 과세액이 6년간 63% 늘었는데, GNI 증가 속도의 2.2배다."
"GPS","단 한 마리 남은 하얀 기린 지키려 GPS를 부착했다."
"GRDP","서울시민 1인당 GRDP는 4,133만 원, 서비스업의 비중이 가장 크다."
"GTX","GTX 역사를 녹지·보행 중심의 열린 공간으로 만든다."
"GVC","기업 10곳 중 7곳은 GVC 구조 재편이 불가피한 것으로 나타났다."
"HACCP","이달부터 햄·베이컨에도 HACCP 의무 적용한다."
"HIV","HIV 감염인 진료를 위한 의료 기관 길라잡이를 마련했다."
"HRD","2021년 HRD 해결의 열쇠는 역시 ‘일학습 병행‘에 있다."
"HUG","HUG가 사회 공헌 활동에 박차를 가한다."
"HW","일회성 매출이 일어나는 HW 판매 중심 매출 구조에서 벗어나야 한다."
"IAEA","정부가 IAEA에 후쿠시마 오염수 처분 안전성 검증을 당부했다."
"IBS","IBS에서 백혈병 줄기세포 치료의 실마리를 밝혔다."
"IC","고양 일산 IC의 교통 정체가 풀린다."
"ICAO","ICAO 전담 조직 출범으로 항공 산업 국제 경쟁력을 강화한다."
"ICBM","미국이 ICBM 해상 요격 격추 시험에 성공했다."
"ICRC","ICRC 등이 아프가니스탄 구호 및 지원 활동을 펼치고 있다."
"ICT","ICT 기술로 수돗물을 관리한다,"
"IEA","IEA는 태양광이 세계 전기 시장의 왕이 될 것이라고 전망했다."
"IEC","IEC 등의 국제 규격이 꾸준히 개정되고 있다."
"IFAD","농촌경제연구원-IFAD가 기아·빈곤 퇴치 협력강화 협정을 맺었다."
"IFRS","새로운 IFRS이 도입되면 재보험사와 손해보험사가 유리해진다."
"IHO","IHO 절충안으로 동해·일본해 대신 '번호'로 표기한다."
"ILO","ILO가 전 세계 노동자 81%가 실직했다고 밝혔다."
"IMF","IMF은 한국 등 아시아가 내년에나 경기 회복이 가능하다고 밝혔다."
"IMO","IMO가 온실 가스 감축안을 마련했다."
"IOC","IOC가 도쿄올림픽의 필수 운영 인력만 승인했다."
"IP","중소·중견기업의 해외 IP 분쟁 대응을 돕는다."
"IP-R&D","중소기업의 IP-R&D 투자에 25% 세액 공제를 지원한다."
"IP-포인트","특허료 납부로 사용할 수 있는 'IP-포인트'가 제공된다."
"IPTV","집콕하면서 IPTV로 문화유산 탐방한다."
"IR","한국거래소가 유가증권시장 중견기업 합동 IR을 개최했다."
"IRB","식약처에서 의약품 IRB 긴급심사 지침을 제정했다."
"IRP","올해부터 IRP 50세 이상은 최대 900만 원 세액 공제를 해준다."
"ISA","학생·주부도 ISA로 주식 투자할 수 있다."
"ISMS","가상 자산 거래소들이 ISMS 획득에 분주하다."
"ISO","ISO가 김치 국제표준은 한국에게만 있다고 했다."
"IT","르네상스 걸작과 IT의 만남, ‘신의 예술가, 미켈란젤로전’이 열린다."
"ITA","ITA 무관세 품목이 확대됐다."
"ITS","돌발 교통상황 한눈에 보는 ITS 서비스를 전국으로 확대한다."
"ITU","한국의 보안 관련 표준 8건이 ITU 국제표준에 채택됐다."
"IoT","부산 강서구에 IoT 종이팩 분리 배출함이 설치됐다."
"JAPB","국가가 펴내는 생물 다양성 등재 학술지로는 JAPB가 유일하다."
"JC","특히 JC가 들어온다면 마을 자체가 사람이 살기도 어려운 상황이 될 수 있다고 주장했다."
"K-MOOC","K-MOOC 성장세에도 다양성·이수율이 기대에 못 미친다."
"K-OTC","K-OTC가 출범 5년 만에 누적 거래대금 2조 원에 육박했다."
"K-POP","K-POP 열풍은 세계 시장으로 뻗어나가고 있다."
"K-water","K-water가 '연어야 다시 만나자' 행사를 개최했다."
